ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	[Age]Value	[Gender]Value	[Language]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Face]Hit	AOI[Incongruent]Hit	AOI[Congruent]Hit	AOI[Rectangle]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														28	15:54:23.060	1506351797922668															0	1		Fixation	4																									1	573	260	612	250	592	255			229.85	185.35	245.48	189.19	237.67	187.27	285.48	204.42	665.84	330.09	204.92	658.04					696.00	696.00	2.65	2.57	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														36	15:54:23.069	1506351797930911															0	2		Fixation	8			2.87	266.56																					2	581	237	607	333	594	285			233.14	194.39	243.55	155.93	238.34	175.16	285.35	204.44	665.94	330.16	206.19	661.77					696.10	696.10	2.61	2.36	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														45	15:54:23.077	1506351797939266															0	3		Fixation	8			3.86	119.92	213.36																				3	578	250	551	236	564	243			231.89	189.15	221.04	195.10	226.46	192.13	285.23	204.46	666.04	329.82	205.05	658.19					696.20	696.20	2.66	2.67	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														53	15:54:23.085	1506351797947628															0	4		Fixation	8			2.95	302.49	182.57																				4	580	267	597	308	588	287			232.85	182.47	239.67	165.85	236.26	174.16	285.11	204.46	666.08	329.69	205.07	658.16					696.23	696.23	2.62	2.66	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														61	15:54:23.094	1506351797955986															0	5		Fixation	8			2.59	139.22	196.73																				5	557	282	540	259	548	270			223.75	176.55	216.66	185.84	220.20	181.19	285.00	204.50	666.22	329.55	204.97	658.20					696.37	696.37	2.91	2.61	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														65	15:54:23.098										1	InstructionStart	Instruction Element					5		Fixation	8			2.59	139.22	196.73																																																						
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														70	15:54:23.102	1506351797964243															0	6		Fixation	8			0.79	9.90	230.67																				6	585	280	563	255	574	267			234.67	177.21	225.89	187.28	230.28	182.25	284.89	204.36	666.28	329.45	205.18	658.24					696.37	696.37	2.99	2.65	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														78	15:54:23.110	1506351797972605															0	7		Fixation	8			2.68	33.57	23.67																				7	538	246	628	212	583	229			215.79	190.87	252.01	204.39	233.90	197.63	284.78	204.35	666.28	329.33	205.22	658.27					696.37	696.37	2.86	2.39	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														86	15:54:23.119	1506351797980931															0	8		Fixation	8			2.67	190.34	156.77																				8	551	341	551	226	551	283			221.19	152.55	221.25	198.77	221.22	175.66	284.68	204.34	666.28	329.42	206.45	661.90					696.36	696.36	3.16	2.65	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														95	15:54:23.127	1506351797989294															0	9		Fixation	8			0.99	316.31	125.97																				9	559	296	572	246	565	271			224.53	170.93	229.63	190.92	227.08	180.93	284.58	204.58	666.48	329.44	207.36	664.29					696.62	696.62	2.90	2.70	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														103	15:54:23.135	1506351797997651															0	10		Fixation	8			0.28	330.18	13.87																				10	554	404	579	250	566	327			222.21	127.24	232.25	189.41	227.23	158.33	284.45	205.46	669.36	329.00	205.32	658.26					699.63	699.63	3.17	2.93	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														111	15:54:23.144	1506351798005921															0	11		Fixation	8			0.34	113.89	143.72																				11	589	295	575	241	582	268			236.51	171.09	230.61	192.71	233.56	181.90	284.36	205.39	669.13	328.91	205.39	658.33					699.38	699.38	2.94	2.64	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														120	15:54:23.152	1506351798014278															0	12		Fixation	8			0.88	20.62	266.72																				12	591	283	599	232	595	257			237.06	176.02	240.62	196.43	238.84	186.23	284.30	204.67	666.66	328.81	205.29	658.37					696.82	696.82	2.63	2.60	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														128	15:54:23.160	1506351798022608															0	13		Fixation	8			0.52	176.17	155.56																				13	600	283	584	231	592	257			240.65	175.90	234.58	196.75	237.61	186.33	284.21	204.69	666.69	328.73	205.49	658.40					696.85	696.85	2.59	2.61	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														136	15:54:23.169	1506351798030966															0	14		Fixation	8			1.30	184.53	8.35																				14	624	234	546	234	585	234			250.60	195.79	219.25	195.79	234.92	195.79	284.13	204.86	666.62	328.64	205.54	658.39					696.84	696.84	2.50	2.62	0	0				
07/12/2018	3.3.2	Gaze Project	O1				G11	25/09/2017	85243	1280 x 720		Raw Data														145	15:54:23.177	1506351798039329															0	15		Fixation	8			2.26	350.36	165.84																				15	572	249	611	245	591	247			229.57	189.51	245.14	191.36	237.35	190.43	284.06	204.77	666.82	328.57	205.61	658.45					696.99	696.99	2.85	2.74	0	0				
