ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	[Age]Value	[Gender]Value	[Language]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Face]Hit	AOI[Incongruent]Hit	AOI[Congruent]Hit	AOI[Rectangle]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														39	14:41:58.983	1540475947843914															0	1		Fixation	4																									1	601	861	558	993	579	927			241.22	-56.65	223.90	-109.93	232.56	-83.29	311.82	231.94	591.65	360.87	230.05	593.89					639.60	639.60	4.19	4.17	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														47	14:41:58.992	1540475947852255															0	2		Fixation	8			0.39	212.55																					2	610	879	547	1000	578	939			245.00	-64.05	219.40	-112.68	232.20	-88.37	311.79	232.08	591.68	360.90	230.48	594.40					639.67	639.67	4.17	4.17	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														56	14:41:59.000	1540475947860613															0	3		Fixation	8			0.28	144.37	291.82																				3	599	861	540	995	569	928			240.60	-56.67	216.87	-110.64	228.73	-83.65	311.75	232.22	591.75	361.01	231.21	595.69					639.79	639.79	4.18	4.15	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														64	14:41:59.008	1540475947868970															0	4		Fixation	8			0.22	8.16	223.78																				4	602	856	547	994	574	925			241.70	-54.59	219.57	-110.50	230.64	-82.54	311.70	232.33	591.84	360.92	231.21	595.39					639.92	639.92	4.19	4.16	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														72	14:41:59.017	1540475947877238															0	5		Fixation	8			0.06	270.00	261.84																				5	602	855	547	996	574	925			241.70	-54.40	219.47	-111.29	230.58	-82.84	311.63	232.43	591.95	360.88	231.43	595.64					640.05	640.05	4.18	4.16	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														81	14:41:59.025	1540475947885569															0	6		Fixation	8			0.12	90.00	180.00																				6	601	863	547	992	574	927			241.08	-57.78	219.75	-109.64	230.41	-83.71	311.55	232.50	592.04	360.66	230.94	594.39					640.15	640.15	4.19	4.16	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														89	14:41:59.033	1540475947893928															0	7		Fixation	8			0.25	119.67	29.67																				7	601	858	543	985	572	921			241.14	-55.43	217.87	-106.88	229.50	-81.15	311.46	232.57	592.19	360.82	232.05	596.65					640.32	640.32	4.19	4.16	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														97	14:41:59.042	1540475947902283															0	8		Fixation	8			0.13	243.51	123.84																				8	599	857	541	989	570	923			240.52	-55.03	217.09	-108.52	228.81	-81.78	311.36	232.60	592.27	360.76	232.28	597.02					640.39	640.39	4.20	4.19	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														106	14:41:59.050	1540475947910565															0	9		Fixation	8			0.13	26.64	143.13																				9	604	861	545	987	574	924			242.28	-56.83	218.87	-107.42	230.58	-82.12	311.24	232.62	592.40	360.40	231.40	594.95					640.51	640.51	4.21	4.16	0	0				
07/12/2018	3.3.2	Gaze Project	O3	3	M	Bilingual	G139	25/10/2018	93253	1280 x 720		Raw Data														114	14:41:59.058	1540475947918899															0	10		Fixation	8			0.42	282.06	255.42																				10	600	864	548	1001	574	932			240.85	-57.95	219.95	-113.31	230.40	-85.63	311.11	232.63	592.54	360.50	232.39	597.01					640.62	640.62	4.23	4.20	0	0				
