ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	[Age]Value	[Gender]Value	[Language]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Face]Hit	AOI[Incongruent]Hit	AOI[Congruent]Hit	AOI[Rectangle]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														30	11:32:01.299	1538390924958525															0	1		Fixation	4																									1	741	935	757	920	749	927			297.55	-86.52	303.82	-80.53	300.68	-83.53	221.37	198.11	566.16	266.73	197.28	564.08					601.33	601.33	5.05	5.25	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														38	11:32:01.308	1538390924966888															0	2		Fixation	8			0.15	0.00																					2	750	932	761	920	755	926			301.07	-85.18	305.28	-80.41	303.17	-82.79	221.39	198.10	566.03	266.76	197.25	563.95					601.21	601.21	5.05	5.31	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														46	11:32:01.316	1538390924975146															0	3		Fixation	8			0.22	296.49	296.49																				3	743	918	764	926	753	922			298.22	-79.72	306.56	-82.96	302.39	-81.34	221.42	198.07	565.88	266.78	197.22	563.85					601.06	601.06	5.05	5.28	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														55	11:32:01.324	1538390924983500															0	4		Fixation	8			0.24	134.91	198.42																				4	756	931	759	921	757	926			303.45	-84.86	304.54	-81.03	304.00	-82.95	221.44	198.04	565.74	266.81	197.19	563.75					600.91	600.91	5.05	5.31	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														63	11:32:01.333	1538390924991834															0	5		Fixation	8			0.31	215.62	80.72																				5	742	922	752	926	747	924			298.01	-81.49	301.72	-83.16	299.86	-82.32	221.46	198.03	565.63	266.83	197.15	563.63					600.81	600.81	5.04	5.25	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														71	11:32:01.341	1538390925000177															0	6		Fixation	8			0.10	108.38	252.75																				6	751	923	751	923	751	923			301.51	-81.76	301.48	-81.72	301.49	-81.74	221.49	198.00	565.48	266.86	197.11	563.48					600.66	600.66	5.03	5.28	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														80	11:32:01.349	1538390925008545															0	7		Fixation	8			0.35	335.97	227.59																				7	752	928	760	927	756	927			301.84	-83.56	305.11	-83.40	303.48	-83.48	221.51	197.97	565.32	266.88	197.07	563.35					600.50	600.50	5.05	5.30	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														88	11:32:01.358	1538390925016802															0	8		Fixation	8			0.25	180.00	204.03																				8	751	925	753	927	752	926			301.29	-82.43	302.10	-83.47	301.69	-82.95	221.53	197.94	565.15	266.89	197.03	563.24					600.33	600.33	5.06	5.26	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														96	11:32:01.366	1538390925025153															0	9		Fixation	8			0.26	0.00	180.00																				9	754	924	760	927	757	925			302.47	-82.35	305.17	-83.50	303.82	-82.93	221.55	197.90	564.98	266.91	196.99	563.12					600.16	600.16	5.05	5.29	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														105	11:32:01.374	1538390925033506															0	10		Fixation	8			0.57	198.49	198.49																				10	752	933	745	932	748	932			301.74	-85.80	299.13	-85.34	300.43	-85.57	221.56	197.86	564.83	266.93	196.94	562.99					600.01	600.01	5.07	5.32	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														113	11:32:01.383	1538390925041860															0	11		Fixation	8			0.22	9.49	171.00																				11	752	922	751	931	751	926			301.88	-81.34	301.46	-85.04	301.67	-83.19	221.56	197.82	564.69	266.93	196.88	562.84					599.86	599.86	5.03	5.30	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														121	11:32:01.391	1538390925050129															0	12		Fixation	8			0.57	47.58	38.09																				12	744	934	762	919	753	926			298.68	-86.25	305.78	-80.32	302.23	-83.28	221.57	197.78	564.55	266.94	196.82	562.69					599.71	599.71	5.04	5.29	0	0				
07/12/2018	3.3.2	Gaze Project	O1	3	M	Bilingual	G134	01/10/2018	87505	1280 x 720		Raw Data														130	11:32:01.399	1538390925058490															0	13		Fixation	8			0.12	236.40	188.81																				13	745	935	760	922	752	928			299.14	-86.77	305.12	-81.36	302.13	-84.07	221.57	197.74	564.41	266.94	196.77	562.56					599.57	599.57	5.03	5.32	0	0				
