ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	[Age]Value	[Gender]Value	[Language]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Face]Hit	AOI[Incongruent]Hit	AOI[Congruent]Hit	AOI[Rectangle]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														25	10:18:42.621	1524735101422692															0	1		Fixation	4																									1			576	176	576	176					231.23	218.97						289.30	187.70	532.35						0.00		3.76	4	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														33	10:18:42.630	1524735101431009															0			Unclassified	8																									2	594	202			594	202			238.31	208.64					243.46	190.05	526.69		-34.01						560.98		3.57		0	4				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														42	10:18:42.638	1524735101439380															0	2		Fixation	8			3.48	221.08																					3			515	229	515	229					206.82	197.55						288.35	184.35	525.41						0.00		3.15	4	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														50	10:18:42.646	1524735101447735															0	3		Fixation	8			1.58	198.98	337.90																				4	498	449	480	241	489	345			199.71	109.20	192.63	192.86	196.17	151.03	243.10	187.08	520.86	288.30	184.22	525.47					554.46	554.46	4.13	3.04	0	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														58	10:18:42.655	1524735101456020															0	4		Fixation	8			3.50	293.97	94.98																				5	486	511	513	315	499	413			194.95	84.29	206.07	163.18	200.51	123.73	243.00	187.12	521.18	288.17	183.73	524.57					554.78	554.78	4.48	3.43	0	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														67	10:18:42.663	1524735101464357															0	5		Fixation	8			0.23	68.26	134.30																				6			515	310	515	310					206.53	164.91						288.22	183.65	524.45						0.00		3.68	4	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														75	10:18:42.671	1524735101472761															0	6		Fixation	8			1.11	256.55	188.28																				7			509	335	509	335					204.37	154.86						288.24	183.58	524.35						0.00		3.67	4	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														83	10:18:42.680	1524735101481051															0	7		Fixation	8			0.39	116.49	219.95																				8			505	327	505	327					202.80	158.10						288.24	183.50	524.27						0.00		3.50	4	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														92	10:18:42.688	1524735101489408															0	8		Fixation	8			4.31	270.00	153.51																				9	483	466	505	427	494	446			193.85	102.15	202.61	117.97	198.23	110.06	242.84	186.62	520.94	288.22	183.42	524.14					554.36	554.36	4.51	4.05	0	0				
07/12/2018	3.3.2	Gaze Project	O4	3	M	Bilingual	G78	26/04/2018	81644	1280 x 720		Raw Data														100	10:18:42.696	1524735101497685															0	9		Fixation	8			1.08	94.56	184.56																				10	497	466	503	402	500	434			199.54	102.26	201.79	128.12	200.67	115.19	242.75	186.60	521.13	288.19	183.32	524.01					554.53	554.53	4.58	4.00	0	0				
